Job ID,Agency,Posting Type,Business Title,Civil Service Title,Title Code No,Level,Job Category,Full-Time/Part-Time indicator,Salary Range From,Salary Range To,Salary Frequency,Work Location,Division/Work Unit,Job Description,Minimum Qual Requirements,Preferred Skills,Posting Date
376847,DEPT OF HEALTH/MENTAL HYGIENE,External,"Family Wellness Suite Site Coordinator, Brooklyn Neighborhood Health Action Center /Center for Health Equity",COMMUNITY COORDINATOR,56058,0,Health,F,52524,66258,Annual,"259 Bristol St., Brooklyn",Brooklyn Health Action Center,,,,2018-12-11T00:00:00.000
376847,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Family Wellness Suite Site Coordinator, Brooklyn Neighborhood Health Action Center /Center for Health Equity",COMMUNITY COORDINATOR,56058,0,Health,F,52524,66258,Annual,"259 Bristol St., Brooklyn",Brooklyn Health Action Center,,,,2018-12-11T00:00:00.000
376848,DEPT OF DESIGN & CONSTRUCTION,External,"Supervisor, Professional Contracts",ADMINISTRATIVE PROCUREMENT ANA,8297A,0,"Finance, Accounting, & Procurement",F,61938,144145,Annual,30-30 Thomson Ave L I City Qns,Admin/Acco-Prof Contracts,,,,2019-01-04T00:00:00.000
376848,DEPT OF DESIGN & CONSTRUCTION,Internal,"Supervisor, Professional Contracts",ADMINISTRATIVE PROCUREMENT ANA,8297A,0,"Finance, Accounting, & Procurement",F,61938,144145,Annual,30-30 Thomson Ave L I City Qns,Admin/Acco-Prof Contracts,,,,2019-01-04T00:00:00.000
376849,TAXI & LIMOUSINE COMMISSION,Internal,Senior Supervising Attorney -  Consumer Complaint and Field Intake,AGENCY ATTORNEY,30087,3,Legal Affairs,F,73938,109153,Annual,"31-00 47 Ave, 3 FL, LIC NY",Prosecution Division,,,,2018-12-10T00:00:00.000
376849,TAXI & LIMOUSINE COMMISSION,External,Senior Supervising Attorney -  Consumer Complaint and Field Intake,AGENCY ATTORNEY,30087,3,Legal Affairs,F,73938,109153,Annual,"31-00 47 Ave, 3 FL, LIC NY",Prosecution Division,,,,2018-12-10T00:00:00.000
376870,NYC DEPT OF VETERANS' SERVICES,Internal,Legal Intern/College Aide,COLLEGE AIDE (ALL CITY DEPTS),10209,1,"Constituent Services & Community Programs Communications & Intergovernmental Affairs Legal Affairs Policy, Research & Analysis",P,13.5,17.9,Hourly,"1 Centre St., N.Y.",NYC DEPT OF VETERANS' SERVICES,,,,2018-12-12T00:00:00.000
376870,NYC DEPT OF VETERANS' SERVICES,External,Legal Intern/College Aide,COLLEGE AIDE (ALL CITY DEPTS),10209,1,"Constituent Services & Community Programs Communications & Intergovernmental Affairs Legal Affairs Policy, Research & Analysis",P,13.5,17.9,Hourly,"1 Centre St., N.Y.",NYC DEPT OF VETERANS' SERVICES,,,,2018-12-12T00:00:00.000
376875,DEPT OF INFO TECH & TELECOMM,Internal,Senior Threat Analyst,IT SECURITY SPECIALIST,6798,0,"Technology, Data & Innovation",,75000,110000,Annual,255 Greenwich Street,Citywide Cybersecurity,,,,2018-12-28T00:00:00.000
376875,DEPT OF INFO TECH & TELECOMM,External,Senior Threat Analyst,IT SECURITY SPECIALIST,6798,0,"Technology, Data & Innovation",,75000,110000,Annual,255 Greenwich Street,Citywide Cybersecurity,,,,2018-12-28T00:00:00.000
376881,DEPT OF INFO TECH & TELECOMM,Internal,Senior Developer,COMPUTER SPECIALIST (SOFTWARE),13632,3,"Technology, Data & Innovation",,89509,115000,Annual,2 Metro Tech,Develop & Integration Services,,,,2018-12-28T00:00:00.000
376882,DEPT OF ENVIRONMENT PROTECTION,Internal,Seasonal City Park Worker,CITY PARK WORKER,90641,0,Building Operations & Maintenance,F,16.1418,25.0733,Hourly,"329 Greenpoint Ave., Brooklyn",WSO-OGI Maintenance,,,,2018-12-20T00:00:00.000
376882,DEPT OF ENVIRONMENT PROTECTION,External,Seasonal City Park Worker,CITY PARK WORKER,90641,0,Building Operations & Maintenance,F,16.1418,25.0733,Hourly,"329 Greenpoint Ave., Brooklyn",WSO-OGI Maintenance,,,,2018-12-20T00:00:00.000
376900,DEPT OF HEALTH/MENTAL HYGIENE,External,"Administrative Assistant, Bureau of HIV/AIDS Prevention and Control/HIV/AIDS Administration",CLERICAL ASSOCIATE,10251,4,Health,F,38851,60990,Annual,42-09 28th Street,HIV/AIDS Administration,,,,2018-12-11T00:00:00.000
376900,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Administrative Assistant, Bureau of HIV/AIDS Prevention and Control/HIV/AIDS Administration",CLERICAL ASSOCIATE,10251,4,Health,F,38851,60990,Annual,42-09 28th Street,HIV/AIDS Administration,,,,2018-12-11T00:00:00.000
376905,DEPT OF HEALTH/MENTAL HYGIENE,External,"Neighborhood Health Promoter, Brooklyn Neighborhood Health Action Center/CHE",COMMUNITY ASSISTANT,56056,0,Health,F,31573,40962,Annual,"259 Bristol St., Brooklyn",Brooklyn Health Action Center,,,,2018-12-11T00:00:00.000
376905,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Neighborhood Health Promoter, Brooklyn Neighborhood Health Action Center/CHE",COMMUNITY ASSISTANT,56056,0,Health,F,31573,40962,Annual,"259 Bristol St., Brooklyn",Brooklyn Health Action Center,,,,2018-12-11T00:00:00.000
376954,DEPT OF HEALTH/MENTAL HYGIENE,External,"Financial Analyst, Mental Hygiene - Administration",ACCOUNTANT,40510,2,"Finance, Accounting, & Procurement",,54382,84376,Annual,42-09 28th Street,MHy Admin - Contracts/Finance,,,,2018-12-18T00:00:00.000
376954,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Financial Analyst, Mental Hygiene - Administration",ACCOUNTANT,40510,2,"Finance, Accounting, & Procurement",,54382,84376,Annual,42-09 28th Street,MHy Admin - Contracts/Finance,,,,2018-12-18T00:00:00.000
376962,DEPT OF HEALTH/MENTAL HYGIENE,External,"Supervising Public Health Nurse, Bureau of School Health/ SH Nursing Services & Prof Dev",PUBLIC HEALTH NURSE,51011,3,Health,F,81798,81798,Annual,160 West 100Th Street Ny,SH Nursing Services & Prof Dev,,,,2018-12-18T00:00:00.000
376962,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Supervising Public Health Nurse, Bureau of School Health/ SH Nursing Services & Prof Dev",PUBLIC HEALTH NURSE,51011,3,Health,F,81798,81798,Annual,160 West 100Th Street Ny,SH Nursing Services & Prof Dev,,,,2018-12-18T00:00:00.000
376965,DEPT OF HEALTH/MENTAL HYGIENE,External,"Supervising Public Health Nurse, Bureau of School Health/SH Nursing Services & Prof Dev",PUBLIC HEALTH NURSE,51011,2,Health,F,76737,76737,Annual,"1 Fordham Plaza, Bronx",SH Nursing Services & Prof Dev,,,,2018-12-18T00:00:00.000
376965,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Supervising Public Health Nurse, Bureau of School Health/SH Nursing Services & Prof Dev",PUBLIC HEALTH NURSE,51011,2,Health,F,76737,76737,Annual,"1 Fordham Plaza, Bronx",SH Nursing Services & Prof Dev,,,,2018-12-18T00:00:00.000
376966,DEPT OF ENVIRONMENT PROTECTION,Internal,COMPUTER SPECIALIST (OPERATIONS),COMPUTER SPECIALIST (OPERATION,13622,0,"Technology, Data & Innovation",F,74395,116126,Annual,"356 Flushing Ave, Brooklyn",Central Brookly City Operation,,,,2019-01-24T00:00:00.000
376972,HOUSING PRESERVATION & DVLPMNT,External,Product Owner/Project Manager,COMPUTER SPECIALIST (SOFTWARE),13632,3,"Technology, Data & Innovation",F,100000,110000,Annual,100 Gold Street,HPD Tech,,,,2018-12-11T00:00:00.000
376972,HOUSING PRESERVATION & DVLPMNT,Internal,Product Owner/Project Manager,COMPUTER SPECIALIST (SOFTWARE),13632,3,"Technology, Data & Innovation",F,100000,110000,Annual,100 Gold Street,HPD Tech,,,,2018-12-11T00:00:00.000
376974,HOUSING PRESERVATION & DVLPMNT,External,Project Manager,COMPUTER SPECIALIST (SOFTWARE),13632,3,"Technology, Data & Innovation",F,102000,112000,Annual,100 Gold Street,HPD Tech,,,,2018-12-11T00:00:00.000
376974,HOUSING PRESERVATION & DVLPMNT,Internal,Project Manager,COMPUTER SPECIALIST (SOFTWARE),13632,3,"Technology, Data & Innovation",F,102000,112000,Annual,100 Gold Street,HPD Tech,,,,2018-12-11T00:00:00.000
376977,HOUSING PRESERVATION & DVLPMNT,Internal,Senior Business Analyst,COMPUTER SPECIALIST (SOFTWARE),13632,1,"Technology, Data & Innovation",,80000,90000,Annual,100 Gold Street,HPD Tech,,,,2018-12-11T00:00:00.000
376977,HOUSING PRESERVATION & DVLPMNT,External,Senior Business Analyst,COMPUTER SPECIALIST (SOFTWARE),13632,1,"Technology, Data & Innovation",,80000,90000,Annual,100 Gold Street,HPD Tech,,,,2018-12-11T00:00:00.000
376980,HOUSING PRESERVATION & DVLPMNT,External,Technical Project Manager/Product Owner,COMPUTER SPECIALIST (SOFTWARE),13632,3,"Technology, Data & Innovation",F,102000,112000,Annual,100 Gold Street,HPD Tech,,,,2018-12-11T00:00:00.000
376980,HOUSING PRESERVATION & DVLPMNT,Internal,Technical Project Manager/Product Owner,COMPUTER SPECIALIST (SOFTWARE),13632,3,"Technology, Data & Innovation",F,102000,112000,Annual,100 Gold Street,HPD Tech,,,,2018-12-11T00:00:00.000
376981,DEPT OF DESIGN & CONSTRUCTION,External,Program Coordinator,COMMUNITY ASSOCIATE,56057,0,Constituent Services & Community Programs,F,37217,61936,Annual,30-30 Thomson Ave L I City Qns,Community Partnerships & Steam,,,,2018-12-12T00:00:00.000
376981,DEPT OF DESIGN & CONSTRUCTION,Internal,Program Coordinator,COMMUNITY ASSOCIATE,56057,0,Constituent Services & Community Programs,F,37217,61936,Annual,30-30 Thomson Ave L I City Qns,Community Partnerships & Steam,,,,2018-12-12T00:00:00.000
376987,HOUSING PRESERVATION & DVLPMNT,Internal,Article XI and 420-c Analyst,COMMUNITY COORDINATOR,56058,0,"Finance, Accounting, & Procurement",F,61500,65000,Annual,100 Gold Street,Tax Credits & Tax Incentives,,,,2018-12-11T00:00:00.000
376987,HOUSING PRESERVATION & DVLPMNT,External,Article XI and 420-c Analyst,COMMUNITY COORDINATOR,56058,0,"Finance, Accounting, & Procurement",F,61500,65000,Annual,100 Gold Street,Tax Credits & Tax Incentives,,,,2018-12-11T00:00:00.000
376997,LAW DEPARTMENT,Internal,Deputy Chief of Facilities & Technical Support,ASSOCIATE STAFF ANALYST,12627,0,Administration & Human Resources Building Operations & Maintenance,F,65731,97873,Annual,"100 Church St., N.Y.",Admin Services,,,,2018-12-13T00:00:00.000
377015,NYC HOUSING AUTHORITY,Internal,"SECRETARY (LEVELS 1A,2A,3A&04 ONLY)",SECRETARY,10252,4,"Public Safety, Inspections, & Enforcement",F,38851,60990,Annual,Healthy Homes - VP,VP for Healthy Homes,,,,2019-02-11T00:00:00.000
377016,DEPT OF ENVIRONMENT PROTECTION,Internal,Policy & Billing Specialist,MANAGEMENT AUDITOR,40502,2,"Finance, Accounting, & Procurement Policy, Research & Analysis",F,62968,91000,Annual,59-17 Junction Blvd Corona Ny,Financial Management,,,,2018-12-20T00:00:00.000
377032,DEPT OF DESIGN & CONSTRUCTION,Internal,Deputy Director,ADM CONSTRUCTION PRJ MGR-NM,8299A,0,"Engineering, Architecture, & Planning",,52137,141865,Annual,30-30 Thomson Ave L I City Qns,Pub Bldgs/A&E-Arch-Tech,,,,2018-12-12T00:00:00.000
377034,DEPT OF DESIGN & CONSTRUCTION,Internal,Web Content Coordinator and Developer,COMMUNITY COORDINATOR,56058,0,"Communications & Intergovernmental Affairs Technology, Data & Innovation",F,52524,81535,Annual,30-30 Thomson Ave L I City Qns,External Affairs-Creative Svcs,,,,2018-12-14T00:00:00.000
377034,DEPT OF DESIGN & CONSTRUCTION,External,Web Content Coordinator and Developer,COMMUNITY COORDINATOR,56058,0,"Communications & Intergovernmental Affairs Technology, Data & Innovation",F,52524,81535,Annual,30-30 Thomson Ave L I City Qns,External Affairs-Creative Svcs,,,,2018-12-14T00:00:00.000
377038,DEPT OF DESIGN & CONSTRUCTION,External,Assistant to the Chief of CAD/Survey,ENGINEERING TECHNICIAN,20113,4,"Engineering, Architecture, & Planning",F,54436,75866,Annual,30-30 Thomson Ave L I City Qns,Infra-Design 1-Section Two,,,,2018-12-14T00:00:00.000
377038,DEPT OF DESIGN & CONSTRUCTION,Internal,Assistant to the Chief of CAD/Survey,ENGINEERING TECHNICIAN,20113,4,"Engineering, Architecture, & Planning",F,54436,75866,Annual,30-30 Thomson Ave L I City Qns,Infra-Design 1-Section Two,,,,2018-12-14T00:00:00.000
377054,DEPT OF HEALTH/MENTAL HYGIENE,External,Substance Use Care Technical Assistance Coordinator,CONSULTANT (PUBLIC HEALTH-SOCI,51613,0,Health Social Services,F,64507,70000,Annual,42-09 28th Street,"Alcohol, Drug Prev & Treatment",,,,2018-12-21T00:00:00.000
377054,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Substance Use Care Technical Assistance Coordinator,CONSULTANT (PUBLIC HEALTH-SOCI,51613,0,Health Social Services,F,64507,70000,Annual,42-09 28th Street,"Alcohol, Drug Prev & Treatment",,,,2018-12-21T00:00:00.000
377091,DEPT OF ENVIRONMENT PROTECTION,Internal,SOP Section Chief,ADMINISTRATIVE STAFF ANALYST (,1002D,0,"Engineering, Architecture, & Planning Policy, Research & Analysis",F,58675,156793,Annual,96-05 Horace Harding Expway,Water Quality Unit,,,,2018-12-17T00:00:00.000
377091,DEPT OF ENVIRONMENT PROTECTION,External,SOP Section Chief,ADMINISTRATIVE STAFF ANALYST (,1002D,0,"Engineering, Architecture, & Planning Policy, Research & Analysis",F,58675,156793,Annual,96-05 Horace Harding Expway,Water Quality Unit,,,,2018-12-17T00:00:00.000
377093,DEPT OF DESIGN & CONSTRUCTION,External,Safety Accident Investigator,ASSISTANT CIVIL ENGINEER,20210,0,"Engineering, Architecture, & Planning",F,55416,83151,Annual,30-30 Thomson Ave L I City Qns,Prog Mgmt/Sss-Qa and Cs,,,,2019-02-14T00:00:00.000
377093,DEPT OF DESIGN & CONSTRUCTION,Internal,Safety Accident Investigator,ASSISTANT CIVIL ENGINEER,20210,0,"Engineering, Architecture, & Planning",F,55416,83151,Annual,30-30 Thomson Ave L I City Qns,Prog Mgmt/Sss-Qa and Cs,,,,2019-02-14T00:00:00.000
377102,DEPT OF HEALTH/MENTAL HYGIENE,Internal,A-Team Supervisor,PRINCIPAL ADMINISTRATIVE ASSOC,10124,3,Health,F,54638,62834,Annual,421 East 26th Street NY NY,OCME-DNA,,,,2018-12-17T00:00:00.000
377104,DEPT OF DESIGN & CONSTRUCTION,External,Senior Software Developer,CERT IT DEVELOPER (APP),13643,3,"Technology, Data & Innovation",F,89509,126575,Annual,30-30 Thomson Ave L I City Qns,Prog Mgmt/Sm/It-Executive,,,,2018-12-12T00:00:00.000
377104,DEPT OF DESIGN & CONSTRUCTION,Internal,Senior Software Developer,CERT IT DEVELOPER (APP),13643,3,"Technology, Data & Innovation",F,89509,126575,Annual,30-30 Thomson Ave L I City Qns,Prog Mgmt/Sm/It-Executive,,,,2018-12-12T00:00:00.000
377117,ADMIN FOR CHILDREN'S SVCS,Internal,Data Entry Specialist,CLERICAL ASSOCIATE,10251,3,Social Services,F,35330,40629,Annual,"66 John Street, New York, Ny",Child and Family Well-Being,,,,2019-02-13T00:00:00.000
377184,DEPT OF HEALTH/MENTAL HYGIENE,External,"Burial Desk Clerk, Bureau of Vital Statistics",CLERICAL ASSOCIATE,10251,4,Health,F,38851,48253.32,Annual,"125 Worth Street, Nyc",Vital Statistics/Vital Recor,,,,2018-12-17T00:00:00.000
377184,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Burial Desk Clerk, Bureau of Vital Statistics",CLERICAL ASSOCIATE,10251,4,Health,F,38851,48253.32,Annual,"125 Worth Street, Nyc",Vital Statistics/Vital Recor,,,,2018-12-17T00:00:00.000
377187,DEPT OF ENVIRONMENT PROTECTION,Internal,OTPS (Other Than Personnel Services) Expense Budget Specialist,STAFF ANALYST,12626,2,"Finance, Accounting, & Procurement",F,58152,74479,Annual,"465 Columbus Ave. Valhalla, Ny",E Hudson Dist Shop 60 Kensic,,,,2018-12-17T00:00:00.000
377187,DEPT OF ENVIRONMENT PROTECTION,External,OTPS (Other Than Personnel Services) Expense Budget Specialist,STAFF ANALYST,12626,2,"Finance, Accounting, & Procurement",F,58152,74479,Annual,"465 Columbus Ave. Valhalla, Ny",E Hudson Dist Shop 60 Kensic,,,,2018-12-17T00:00:00.000
377190,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Quality Assurance Supervisor, Bureau of School Health/SH MIS",SUPERVISING PUBLIC HEALTH ADVI,51193,0,Health,F,52689,65439.36,Annual,"28-11 Queens Plaza No., L.I.C.",SH MIS,,,,2018-12-21T00:00:00.000
377190,DEPT OF HEALTH/MENTAL HYGIENE,External,"Quality Assurance Supervisor, Bureau of School Health/SH MIS",SUPERVISING PUBLIC HEALTH ADVI,51193,0,Health,F,52689,65439.36,Annual,"28-11 Queens Plaza No., L.I.C.",SH MIS,,,,2018-12-21T00:00:00.000
377212,DEPT OF HEALTH/MENTAL HYGIENE,External,"Office Assistant, Bureau of Controller/ Fiscal Management",COLLEGE AIDE (ALL CITY DEPTS),10209,1,"Finance, Accounting, & Procurement Health",,13.5,17.9,Hourly,42-09 28th Street,Fiscal Management,,,,2018-12-17T00:00:00.000
377212,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Office Assistant, Bureau of Controller/ Fiscal Management",COLLEGE AIDE (ALL CITY DEPTS),10209,1,"Finance, Accounting, & Procurement Health",,13.5,17.9,Hourly,42-09 28th Street,Fiscal Management,,,,2018-12-17T00:00:00.000
377222,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"School Mental Health Consultant, Bureau of School Health/SH Mental Health",PUBLIC HEALTH EDUCATOR,51110,3,Health Social Services,F,57978,70756.2,Annual,"1 Court Square, Queens",SH Mental Health,,,,2018-12-17T00:00:00.000
377222,DEPT OF HEALTH/MENTAL HYGIENE,External,"School Mental Health Consultant, Bureau of School Health/SH Mental Health",PUBLIC HEALTH EDUCATOR,51110,3,Health Social Services,F,57978,70756.2,Annual,"1 Court Square, Queens",SH Mental Health,,,,2018-12-17T00:00:00.000
377227,DEPARTMENT OF SANITATION,External,BOOKKEEPER,BOOKKEEPER,40526,3,"Finance, Accounting, & Procurement",F,45340,66109,Annual,"2500 Richmond Ave, Staten Is N",Staten Island Export Unit,,,,2019-01-14T00:00:00.000
377227,DEPARTMENT OF SANITATION,Internal,BOOKKEEPER,BOOKKEEPER,40526,3,"Finance, Accounting, & Procurement",F,45340,66109,Annual,"2500 Richmond Ave, Staten Is N",Staten Island Export Unit,,,,2019-01-14T00:00:00.000
377238,HUMAN RIGHTS COMMISSION,External,Director of Press & Public Information,ADMINISTRATIVE PUBLIC INFORMAT,10033,M1,Communications & Intergovernmental Affairs,F,56990,156829,Annual,"22 Reade St, Ny",Public Information,,,,2018-12-13T00:00:00.000
377238,HUMAN RIGHTS COMMISSION,Internal,Director of Press & Public Information,ADMINISTRATIVE PUBLIC INFORMAT,10033,M1,Communications & Intergovernmental Affairs,F,56990,156829,Annual,"22 Reade St, Ny",Public Information,,,,2018-12-13T00:00:00.000
377244,DEPARTMENT OF SANITATION,External,CITY MEDICAL SPECIALIST (PART-TIME),CITY MEDICAL SPECIALIST (PART-,53040,1,Health,P,73.37,78.59,Hourly,"44 Beaver St., N.Y.",Medical Office,,,,2019-01-25T00:00:00.000
377244,DEPARTMENT OF SANITATION,Internal,CITY MEDICAL SPECIALIST (PART-TIME),CITY MEDICAL SPECIALIST (PART-,53040,1,Health,P,73.37,78.59,Hourly,"44 Beaver St., N.Y.",Medical Office,,,,2019-01-25T00:00:00.000
377245,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Public Health Adviser, Bureau of School Health",PUBLIC HEALTH ADVISER (SCHOOL,51195,1,Health,F,20.78,23.9,Hourly,"151 Maujer St., Brooklyn",SH Vision,,,,2018-12-17T00:00:00.000
377245,DEPT OF HEALTH/MENTAL HYGIENE,External,"Public Health Adviser, Bureau of School Health",PUBLIC HEALTH ADVISER (SCHOOL,51195,1,Health,F,20.78,23.9,Hourly,"151 Maujer St., Brooklyn",SH Vision,,,,2018-12-17T00:00:00.000
377247,LAW DEPARTMENT,External,ASSISTANT CORPORATION COUNSEL,ASSISTANT CORPORATION COUNSEL,6503,0,Legal Affairs,F,71436,71436,Annual,"100 Church St., N.Y.",Admin Services,,,,2018-12-13T00:00:00.000
377247,LAW DEPARTMENT,Internal,ASSISTANT CORPORATION COUNSEL,ASSISTANT CORPORATION COUNSEL,6503,0,Legal Affairs,F,71436,71436,Annual,"100 Church St., N.Y.",Admin Services,,,,2018-12-13T00:00:00.000
377256,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Public Health Adviser, Bureau of School Health",PUBLIC HEALTH ADVISER (SCHOOL,51195,1,Health,P,20.78,23.9,Hourly,"1 Court Square, Queens",SH Vision,,,,2018-12-18T00:00:00.000
377256,DEPT OF HEALTH/MENTAL HYGIENE,External,"Public Health Adviser, Bureau of School Health",PUBLIC HEALTH ADVISER (SCHOOL,51195,1,Health,P,20.78,23.9,Hourly,"1 Court Square, Queens",SH Vision,,,,2018-12-18T00:00:00.000
377284,DEPT OF HEALTH/MENTAL HYGIENE,Internal,Clerical Associate III,CLERICAL ASSOCIATE,10251,3,Health,F,35330,40629,Annual,421 East 26th Street NY NY,OCME-DNA,,,,2018-12-17T00:00:00.000
377290,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Intern, Bureau of Primary Care Access and Planning",COLLEGE AIDE (ALL CITY DEPTS),10209,1,Health,P,13.5,17.9,Hourly,42-09 28th Street,Primary Care Access & Planning,,,,2018-12-17T00:00:00.000
377290,DEPT OF HEALTH/MENTAL HYGIENE,External,"Intern, Bureau of Primary Care Access and Planning",COLLEGE AIDE (ALL CITY DEPTS),10209,1,Health,P,13.5,17.9,Hourly,42-09 28th Street,Primary Care Access & Planning,,,,2018-12-17T00:00:00.000
377293,DEPT OF HEALTH/MENTAL HYGIENE,External,"Office Assistant,  Bureau of Controller/Fiscal Management",COLLEGE AIDE (ALL CITY DEPTS),10209,1,Health,P,13.5,17.9,Hourly,42-09 28th Street,Fiscal Management,,,,2018-12-17T00:00:00.000
377293,DEPT OF HEALTH/MENTAL HYGIENE,Internal,"Office Assistant,  Bureau of Controller/Fiscal Management",COLLEGE AIDE (ALL CITY DEPTS),10209,1,Health,P,13.5,17.9,Hourly,42-09 28th Street,Fiscal Management,,,,2018-12-17T00:00:00.000
377295,DEPT OF DESIGN & CONSTRUCTION,External,"Deputy Director, Grants Administration",ADMINISTRATIVE STAFF ANALYST (,10026,M2,"Finance, Accounting, & Procurement",F,63031,168433,Annual,30-30 Thomson Ave L I City Qns,Admin/Payments,,,,2019-01-03T00:00:00.000
377295,DEPT OF DESIGN & CONSTRUCTION,Internal,"Deputy Director, Grants Administration",ADMINISTRATIVE STAFF ANALYST (,10026,M2,"Finance, Accounting, & Procurement",F,63031,168433,Annual,30-30 Thomson Ave L I City Qns,Admin/Payments,,,,2019-01-03T00:00:00.000
